"","UID","iso2","iso3","code3","FIPS","Admin2","Province_State","Country_Region","Lat","Long_","Combined_Key","latStation","longStation","usaf","wban","station"
"1550",84029019,"US","USA",840,29019,"Boone","Missouri","US",38.99186229,-92.30723575,"Boone, Missouri, US",38.817,-92.218,"724450","03945","COLUMBIA REGIONAL AIRPORT"
"1551",84029021,"US","USA",840,29021,"Buchanan","Missouri","US",39.65816401,-94.80138942,"Buchanan, Missouri, US",39.774,-94.923,"724490","13993","ROSECRANS MEMORIAL AIRPORT"
"1552",84029023,"US","USA",840,29023,"Butler","Missouri","US",36.71462476,-90.40421163,"Butler, Missouri, US",36.773,-90.325,"723300","03975","POPLAR BUFF MUNICIAL ARPT"
"1553",84029025,"US","USA",840,29025,"Caldwell","Missouri","US",39.65620858,-93.98308093,"Caldwell, Missouri, US",39.823,-93.579,"724464","53916","AGRICULTURAL SCIENCE CENTER"
"1554",84029027,"US","USA",840,29027,"Callaway","Missouri","US",38.83674754,-91.92186505,"Callaway, Missouri, US",38.817,-92.218,"724450","03945","COLUMBIA REGIONAL AIRPORT"
"1555",84029029,"US","USA",840,29029,"Camden","Missouri","US",38.02199522,-92.76083747,"Camden, Missouri, US",37.974,-92.691,"720949","00329","CAMDENTON MEMORIAL AIRPORT"
"1556",84029031,"US","USA",840,29031,"Cape Girardeau","Missouri","US",37.38489388,-89.6843587,"Cape Girardeau, Missouri, US",37.225,-89.571,"723290","03935","CAPE GIRARDEAU RGNL ARPT"
"1557",84029033,"US","USA",840,29033,"Carroll","Missouri","US",39.42762566,-93.50626255,"Carroll, Missouri, US",39.823,-93.579,"724464","53916","AGRICULTURAL SCIENCE CENTER"
"1558",84029035,"US","USA",840,29035,"Carter","Missouri","US",36.94160441,-90.96051322,"Carter, Missouri, US",36.773,-90.325,"723300","03975","POPLAR BUFF MUNICIAL ARPT"
"1559",84029037,"US","USA",840,29037,"Cass","Missouri","US",38.64789422,-94.353399,"Cass, Missouri, US",38.611,-94.342,"720478","99999","LAWRENCE SMITH MEM"
"1560",84029039,"US","USA",840,29039,"Cedar","Missouri","US",37.72391475,-93.85445441,"Cedar, Missouri, US",37.24,-93.39,"724400","13995","SPRINGFIELD-BRANSON REGIONAL AIRPORT"
"1561",84029041,"US","USA",840,29041,"Chariton","Missouri","US",39.51499357,-92.9629191,"Chariton, Missouri, US",39.867,-93.147,"999999","13301","CHILLICOTHE 22 ENE"
"1562",84029043,"US","USA",840,29043,"Christian","Missouri","US",36.9711783,-93.18537118,"Christian, Missouri, US",37.24,-93.39,"724400","13995","SPRINGFIELD-BRANSON REGIONAL AIRPORT"
"1563",84029045,"US","USA",840,29045,"Clark","Missouri","US",40.41040752,-91.73661677,"Clark, Missouri, US",40.46,-91.428,"725456","04921","KEOKUK MUNICIPAL AIRPORT"
"1564",84029047,"US","USA",840,29047,"Clay","Missouri","US",39.31132056,-94.41850862,"Clay, Missouri, US",39.332,-94.31,"721045","00354","MIDWEST NATIONAL AIR CENTER AIRPORT"
"1565",84029049,"US","USA",840,29049,"Clinton","Missouri","US",39.6013098,-94.40465394,"Clinton, Missouri, US",39.332,-94.31,"721045","00354","MIDWEST NATIONAL AIR CENTER AIRPORT"
"1566",84029051,"US","USA",840,29051,"Cole","Missouri","US",38.50455671,-92.27860244,"Cole, Missouri, US",38.591,-92.156,"724458","03963","JEFFERSON CITY MEMO ARPT"
"1567",84029053,"US","USA",840,29053,"Cooper","Missouri","US",38.844478,-92.80896081,"Cooper, Missouri, US",38.947,-92.683,"720869","00295","JESSE VIERTEL MEMORIAL AIRPORT"
"1568",84029055,"US","USA",840,29055,"Crawford","Missouri","US",37.97663738,-91.30528104,"Crawford, Missouri, US",38.132,-91.765,"724420","13997","ROLLA NATIONAL AIRPORT"
"1569",84029057,"US","USA",840,29057,"Dade","Missouri","US",37.431814,-93.8503345,"Dade, Missouri, US",37.24,-93.39,"724400","13995","SPRINGFIELD-BRANSON REGIONAL AIRPORT"
"1570",84029059,"US","USA",840,29059,"Dallas","Missouri","US",37.6811355,-93.02127031,"Dallas, Missouri, US",37.648,-92.652,"720477","99999","FLOYD W JONES LEBANON"
"1571",84029061,"US","USA",840,29061,"Daviess","Missouri","US",39.96145298,-93.98519678,"Daviess, Missouri, US",39.823,-93.579,"724464","53916","AGRICULTURAL SCIENCE CENTER"
"1572",84029063,"US","USA",840,29063,"DeKalb","Missouri","US",39.89201062,-94.40476508,"DeKalb, Missouri, US",39.774,-94.923,"724490","13993","ROSECRANS MEMORIAL AIRPORT"
"1573",84029065,"US","USA",840,29065,"Dent","Missouri","US",37.60663134,-91.50790473,"Dent, Missouri, US",37.634,-91.723,"999999","23909","SALEM 10 W"
"1574",84029067,"US","USA",840,29067,"Douglas","Missouri","US",36.9325593,-92.49905109,"Douglas, Missouri, US",36.878,-91.903,"723484","53901","WEST PLAINS MUNICIPAL ARPT"
"1575",84029069,"US","USA",840,29069,"Dunklin","Missouri","US",36.27167174,-90.09122243,"Dunklin, Missouri, US",36.226,-90.037,"720331","99999","KENNETT MEM"
"1576",84029071,"US","USA",840,29071,"Franklin","Missouri","US",38.41127108,-91.07522826,"Franklin, Missouri, US",38.583,-91,"720169","00116","WASHINGTON REGIONAL AIRPORT"
"1577",84029073,"US","USA",840,29073,"Gasconade","Missouri","US",38.43947277,-91.50847147,"Gasconade, Missouri, US",38.132,-91.765,"724420","13997","ROLLA NATIONAL AIRPORT"
"1578",84029075,"US","USA",840,29075,"Gentry","Missouri","US",40.21097916,-94.40944419,"Gentry, Missouri, US",40.353,-94.915,"720475","99999","NORTHWEST MISSOURI RGNL"
"1579",84029077,"US","USA",840,29077,"Greene","Missouri","US",37.2575872,-93.34230916,"Greene, Missouri, US",37.24,-93.39,"724400","13995","SPRINGFIELD-BRANSON REGIONAL AIRPORT"
"1580",84029079,"US","USA",840,29079,"Grundy","Missouri","US",40.11406587,-93.56509276,"Grundy, Missouri, US",39.823,-93.579,"724464","53916","AGRICULTURAL SCIENCE CENTER"
"1581",84029081,"US","USA",840,29081,"Harrison","Missouri","US",40.35570088,-93.99222144,"Harrison, Missouri, US",40.631,-93.901,"725499","94991","LAMONI MUNICIPAL AIRPORT"
"1582",84029083,"US","USA",840,29083,"Henry","Missouri","US",38.38482826,-93.79293734,"Henry, Missouri, US",38.35,-93.683,"720636","00222","CLINTON MEMORIAL AIRPORT"
"1583",84029085,"US","USA",840,29085,"Hickory","Missouri","US",37.94163617,-93.3203037,"Hickory, Missouri, US",38.347,-93.345,"720487","99999","WARSAW MUNI"
"1584",84029087,"US","USA",840,29087,"Holt","Missouri","US",40.09799248,-95.2163888,"Holt, Missouri, US",40.08,-95.592,"725533","94957","BRENNER FIELD AIRPORT"
"1585",84029089,"US","USA",840,29089,"Howard","Missouri","US",39.1435761,-92.69756691,"Howard, Missouri, US",38.947,-92.683,"720869","00295","JESSE VIERTEL MEMORIAL AIRPORT"
"1586",84029091,"US","USA",840,29091,"Howell","Missouri","US",36.77383887,-91.88683935,"Howell, Missouri, US",36.878,-91.903,"723484","53901","WEST PLAINS MUNICIPAL ARPT"
"1587",84029093,"US","USA",840,29093,"Iron","Missouri","US",37.55487945,-90.7735296,"Iron, Missouri, US",37.761,-90.428,"724454","93996","FARMINGTON REGIONAL ARPT"
"1588",84029095,"US","USA",840,29095,"Jackson","Missouri","US",39.01002188,-94.34724536,"Jackson, Missouri, US",38.96,-94.371,"720306","53879","LEE'S SUMMIT MUNICIPAL APT"
"1589",84029097,"US","USA",840,29097,"Jasper","Missouri","US",37.20351921,-94.34050458,"Jasper,Missouri,US",37.152,-94.495,"723495","13987","JOPLIN REGIONAL AIRPORT"
"1590",84029099,"US","USA",840,29099,"Jefferson","Missouri","US",38.25926778,-90.53870896,"Jefferson, Missouri, US",38.657,-90.656,"724345","03966","SPIRIT OF ST LOUIS AIRPORT"
"1591",84029101,"US","USA",840,29101,"Johnson","Missouri","US",38.74719601,-93.80691168,"Johnson, Missouri, US",38.783,-93.8,"722367","00363","SKYHAVEN AIRPORT"
"1592",84070003,"US","USA",840,NA,"Kansas City","Missouri","US",39.0997,-94.5786,"Kansas City,Missouri,US",39.121,-94.597,"724463","13988","C.R. WHEELER DOWNTOWN ARPT"
"1593",84029103,"US","USA",840,29103,"Knox","Missouri","US",40.12699751,-92.14780832,"Knox, Missouri, US",40.097,-92.543,"724455","14938","KIRKSVILLE REGIONAL ARPT"
"1594",84029105,"US","USA",840,29105,"Laclede","Missouri","US",37.65896829,-92.5888493,"Laclede, Missouri, US",37.648,-92.652,"720477","99999","FLOYD W JONES LEBANON"
"1595",84029107,"US","USA",840,29107,"Lafayette","Missouri","US",39.06986886,-93.78076396,"Lafayette, Missouri, US",38.783,-93.8,"722367","00363","SKYHAVEN AIRPORT"
"1596",84029109,"US","USA",840,29109,"Lawrence","Missouri","US",37.10626634,-93.83293097,"Lawrence, Missouri, US",36.9,-94.017,"720479","00149","MONETT MUNICIPAL AIRPORT"
"1597",84029111,"US","USA",840,29111,"Lewis","Missouri","US",40.09673161,-91.72070156,"Lewis, Missouri, US",40.46,-91.428,"725456","04921","KEOKUK MUNICIPAL AIRPORT"
"1598",84029113,"US","USA",840,29113,"Lincoln","Missouri","US",39.05345619,-90.95588181,"Lincoln, Missouri, US",38.929,-90.428,"724347","53904","ST CHARLES CO SMARTT ARPT"
"1599",84029115,"US","USA",840,29115,"Linn","Missouri","US",39.87001769,-93.10704106,"Linn, Missouri, US",39.867,-93.147,"999999","13301","CHILLICOTHE 22 ENE"
"1600",84029117,"US","USA",840,29117,"Livingston","Missouri","US",39.78110272,-93.54645978,"Livingston, Missouri, US",39.823,-93.579,"724464","53916","AGRICULTURAL SCIENCE CENTER"
"1601",84029121,"US","USA",840,29121,"Macon","Missouri","US",39.83049768,-92.56453089,"Macon, Missouri, US",40.097,-92.543,"724455","14938","KIRKSVILLE REGIONAL ARPT"
"1602",84029123,"US","USA",840,29123,"Madison","Missouri","US",37.47865134,-90.3467143,"Madison, Missouri, US",37.761,-90.428,"724454","93996","FARMINGTON REGIONAL ARPT"
"1603",84029125,"US","USA",840,29125,"Maries","Missouri","US",38.16193985,-91.92249662,"Maries, Missouri, US",38.132,-91.765,"724420","13997","ROLLA NATIONAL AIRPORT"
"1604",84029127,"US","USA",840,29127,"Marion","Missouri","US",39.80601912,-91.62203062,"Marion, Missouri, US",39.725,-91.444,"720476","00455","HANNIBAL REGIONAL AIRPORT"
"1605",84029119,"US","USA",840,29119,"McDonald","Missouri","US",36.62869595,-94.34867205,"McDonald, Missouri, US",36.35,-94.217,"723444","03978","BENTONVILLE MUNI/LOUIS M THADEN FIELD AIRPORT"
"1606",84029129,"US","USA",840,29129,"Mercer","Missouri","US",40.42212303,-93.5682959,"Mercer, Missouri, US",40.631,-93.901,"725499","94991","LAMONI MUNICIPAL AIRPORT"
"1607",84029131,"US","USA",840,29131,"Miller","Missouri","US",38.21450288,-92.42610898,"Miller, Missouri, US",38.096,-92.553,"724459","53931","LEE C FINE MEMORIAL ARPT"
"1608",84029133,"US","USA",840,29133,"Mississippi","Missouri","US",36.82516239,-89.29505753,"Mississippi, Missouri, US",36.899,-89.562,"720488","99999","SIKESTON MEM MUNI"
"1609",84029135,"US","USA",840,29135,"Moniteau","Missouri","US",38.63571781,-92.57976951,"Moniteau, Missouri, US",38.947,-92.683,"720869","00295","JESSE VIERTEL MEMORIAL AIRPORT"
"1610",84029137,"US","USA",840,29137,"Monroe","Missouri","US",39.49593978,-92.00043978,"Monroe, Missouri, US",39.464,-92.427,"720482","99999","OMAR N BRADLEY"
"1611",84029139,"US","USA",840,29139,"Montgomery","Missouri","US",38.94022054,-91.47000721,"Montgomery, Missouri, US",39.158,-91.818,"720484","99999","MEXICO MEM"
"1612",84029141,"US","USA",840,29141,"Morgan","Missouri","US",38.4181765,-92.88791859,"Morgan, Missouri, US",38.347,-93.345,"720487","99999","WARSAW MUNI"
"1613",84029143,"US","USA",840,29143,"New Madrid","Missouri","US",36.59666326,-89.66070007,"New Madrid, Missouri, US",36.6,-89.983,"720481","03817","MALDEN FAA AIRPORT"
"1614",84029145,"US","USA",840,29145,"Newton","Missouri","US",36.90519407,-94.3394104,"Newton, Missouri, US",36.9,-94.017,"720479","00149","MONETT MUNICIPAL AIRPORT"
"1615",84029147,"US","USA",840,29147,"Nodaway","Missouri","US",40.36079813,-94.88133008,"Nodaway, Missouri, US",40.353,-94.915,"720475","99999","NORTHWEST MISSOURI RGNL"
"1616",84029149,"US","USA",840,29149,"Oregon","Missouri","US",36.68710164,-91.4033755,"Oregon, Missouri, US",36.878,-91.903,"723484","53901","WEST PLAINS MUNICIPAL ARPT"
"1617",84029151,"US","USA",840,29151,"Osage","Missouri","US",38.46036182,-91.8613635,"Osage, Missouri, US",38.591,-92.156,"724458","03963","JEFFERSON CITY MEMO ARPT"
"1618",84080029,"US","USA",840,80029,"Out of MO","Missouri","US",0,0,"Out of MO, Missouri, US",0,0,"538660","99999","BOGUS CHINESE"
"1619",84029153,"US","USA",840,29153,"Ozark","Missouri","US",36.64916339,-92.44459066,"Ozark, Missouri, US",36.369,-92.47,"723439","53918","OZARK REGIONAL AIRPORT"
"1620",84029155,"US","USA",840,29155,"Pemiscot","Missouri","US",36.2130572,-89.78742322,"Pemiscot, Missouri, US",36.226,-90.037,"720331","99999","KENNETT MEM"
"1621",84029157,"US","USA",840,29157,"Perry","Missouri","US",37.70660776,-89.82741088,"Perry, Missouri, US",38.149,-89.699,"744653","63814","SPARTA COMMUNITY-HUNTER FIELD AIRPORT"
"1622",84029159,"US","USA",840,29159,"Pettis","Missouri","US",38.72798918,-93.28471706,"Pettis, Missouri, US",38.704,-93.183,"724453","03994","SEDALIA MEMORIAL AIRPORT"
"1623",84029161,"US","USA",840,29161,"Phelps","Missouri","US",37.87736118,-91.79351727,"Phelps, Missouri, US",37.634,-91.723,"999999","23909","SALEM 10 W"
"1624",84029163,"US","USA",840,29163,"Pike","Missouri","US",39.34310674,-91.16980779,"Pike, Missouri, US",39.639,-90.778,"744663","53950","PITTSFIELD-PENSTON MUNI AP"
"1625",84029165,"US","USA",840,29165,"Platte","Missouri","US",39.38154439,-94.77068479,"Platte, Missouri, US",39.297,-94.731,"724460","03947","KANSAS CITY INTERNATIONAL AIRPORT"
"1626",84029167,"US","USA",840,29167,"Polk","Missouri","US",37.6162296,-93.39828174,"Polk, Missouri, US",37.24,-93.39,"724400","13995","SPRINGFIELD-BRANSON REGIONAL AIRPORT"
"1627",84029169,"US","USA",840,29169,"Pulaski","Missouri","US",37.82462075,-92.20783203,"Pulaski, Missouri, US",37.75,-92.15,"724457","03938","WAYNESVILLE REGIONAL AIRPORT AT FORNEY FIELD"
"1628",84029171,"US","USA",840,29171,"Putnam","Missouri","US",40.47942497,-93.02042674,"Putnam, Missouri, US",40.684,-92.901,"722274","54939","CENTERVILLE MUNICIPAL AIRPORT"
"1629",84029173,"US","USA",840,29173,"Ralls","Missouri","US",39.52817427,-91.51838643,"Ralls, Missouri, US",39.725,-91.444,"720476","00455","HANNIBAL REGIONAL AIRPORT"
"1630",84029175,"US","USA",840,29175,"Randolph","Missouri","US",39.44007257,-92.4971374,"Randolph, Missouri, US",39.464,-92.427,"720482","99999","OMAR N BRADLEY"
"1631",84029177,"US","USA",840,29177,"Ray","Missouri","US",39.3537468,-93.98905745,"Ray, Missouri, US",39.332,-94.31,"721045","00354","MIDWEST NATIONAL AIR CENTER AIRPORT"
"1632",84029179,"US","USA",840,29179,"Reynolds","Missouri","US",37.36085952,-90.97009925,"Reynolds, Missouri, US",37.761,-90.428,"724454","93996","FARMINGTON REGIONAL ARPT"
"1633",84029181,"US","USA",840,29181,"Ripley","Missouri","US",36.65460667,-90.85990261,"Ripley, Missouri, US",36.773,-90.325,"723300","03975","POPLAR BUFF MUNICIAL ARPT"
"1634",84029195,"US","USA",840,29195,"Saline","Missouri","US",39.13734288,-93.20259964,"Saline, Missouri, US",39.096,-93.203,"720483","99999","MARSHALL MEM MUNI"
"1635",84029197,"US","USA",840,29197,"Schuyler","Missouri","US",40.46921489,-92.52311943,"Schuyler, Missouri, US",40.684,-92.901,"722274","54939","CENTERVILLE MUNICIPAL AIRPORT"
"1636",84029199,"US","USA",840,29199,"Scotland","Missouri","US",40.45214695,-92.14709064,"Scotland, Missouri, US",40.097,-92.543,"724455","14938","KIRKSVILLE REGIONAL ARPT"
"1637",84029201,"US","USA",840,29201,"Scott","Missouri","US",37.05588075,-89.56474493,"Scott, Missouri, US",36.899,-89.562,"720488","99999","SIKESTON MEM MUNI"
"1638",84029203,"US","USA",840,29203,"Shannon","Missouri","US",37.15772072,-91.40190382,"Shannon, Missouri, US",36.878,-91.903,"723484","53901","WEST PLAINS MUNICIPAL ARPT"
"1639",84029205,"US","USA",840,29205,"Shelby","Missouri","US",39.79742518,-92.07634971,"Shelby, Missouri, US",39.464,-92.427,"720482","99999","OMAR N BRADLEY"
"1640",84029183,"US","USA",840,29183,"St. Charles","Missouri","US",38.77875681,-90.66662425,"St. Charles, Missouri, US",38.657,-90.656,"724345","03966","SPIRIT OF ST LOUIS AIRPORT"
"1641",84029185,"US","USA",840,29185,"St. Clair","Missouri","US",38.03699437,-93.77631447,"St. Clair, Missouri, US",38.35,-93.683,"720636","00222","CLINTON MEMORIAL AIRPORT"
"1642",84029187,"US","USA",840,29187,"St. Francois","Missouri","US",37.81214171,-90.47598685,"St. Francois, Missouri, US",37.761,-90.428,"724454","93996","FARMINGTON REGIONAL ARPT"
"1643",84029189,"US","USA",840,29189,"St. Louis","Missouri","US",38.6377004,-90.4458375,"St. Louis, Missouri, US",38.753,-90.374,"724340","13994","LAMBERT-ST LOUIS INTERNATIONAL AP"
"1644",84029510,"US","USA",840,29510,"St. Louis City","Missouri","US",38.63555736,-90.24349225,"St. Louis City, Missouri, US",38.571,-90.157,"725314","03960","ST LOUIS DOWNTOWN AIRPORT"
"1645",84029186,"US","USA",840,29186,"Ste. Genevieve","Missouri","US",37.89090059,-90.1949941,"Ste. Genevieve, Missouri, US",37.761,-90.428,"724454","93996","FARMINGTON REGIONAL ARPT"
"1646",84029207,"US","USA",840,29207,"Stoddard","Missouri","US",36.85571651,-89.9444155,"Stoddard, Missouri, US",36.601,-89.992,"720481","99999","MALDEN MUNI"
"1647",84029209,"US","USA",840,29209,"Stone","Missouri","US",36.75000327,-93.45256475,"Stone, Missouri, US",36.699,-93.402,"A51256","00451","BRANSON WEST MUNICIPAL EMERSON FIELD AIRPORT"
"1648",84029211,"US","USA",840,29211,"Sullivan","Missouri","US",40.2099105,-93.11150106,"Sullivan, Missouri, US",39.867,-93.147,"999999","13301","CHILLICOTHE 22 ENE"
"1649",84029213,"US","USA",840,29213,"Taney","Missouri","US",36.65465345,-93.04075153,"Taney, Missouri, US",36.533,-93.2,"720616","00207","BRANSON AIRPORT"
"1650",84029215,"US","USA",840,29215,"Texas","Missouri","US",37.31728859,-91.96564727,"Texas, Missouri, US",37.634,-91.723,"999999","23909","SALEM 10 W"
"1651",84090029,"US","USA",840,90029,"Unassigned","Missouri","US",0,0,"Unassigned, Missouri, US",0,0,"538660","99999","BOGUS CHINESE"
"1652",84029217,"US","USA",840,29217,"Vernon","Missouri","US",37.8457799,-94.34127305,"Vernon, Missouri, US",37.428,-94.583,"999999","23908","JOPLIN 24 N"
"1653",84029219,"US","USA",840,29219,"Warren","Missouri","US",38.76529479,-91.16124662,"Warren, Missouri, US",38.583,-91,"720169","00116","WASHINGTON REGIONAL AIRPORT"
"1654",84029221,"US","USA",840,29221,"Washington","Missouri","US",37.96130078,-90.87948158,"Washington, Missouri, US",37.761,-90.428,"724454","93996","FARMINGTON REGIONAL ARPT"
"1655",84029223,"US","USA",840,29223,"Wayne","Missouri","US",37.11303869,-90.46001416,"Wayne, Missouri, US",36.773,-90.325,"723300","03975","POPLAR BUFF MUNICIAL ARPT"
"1656",84029225,"US","USA",840,29225,"Webster","Missouri","US",37.2813734,-92.876329,"Webster, Missouri, US",37.648,-92.652,"720477","99999","FLOYD W JONES LEBANON"
"1657",84029227,"US","USA",840,29227,"Worth","Missouri","US",40.47945588,-94.42328751,"Worth, Missouri, US",40.353,-94.915,"720475","99999","NORTHWEST MISSOURI RGNL"
"1658",84029229,"US","USA",840,29229,"Wright","Missouri","US",37.27029221,-92.46914488,"Wright, Missouri, US",37.648,-92.652,"720477","99999","FLOYD W JONES LEBANON"
"1659",84030001,"US","USA",840,30001,"Beaverhead","Montana","US",45.13434354,-112.8984694,"Beaverhead, Montana, US",45.158,-113.006,"999999","04137","DILLON 18 WSW"
"1660",84030003,"US","USA",840,30003,"Big Horn","Montana","US",45.42335905,-107.492347,"Big Horn, Montana, US",44.769,-106.969,"726660","24029","SHERIDAN COUNTY AIRPORT"
"1661",84030005,"US","USA",840,30005,"Blaine","Montana","US",48.43175214,-108.9582723,"Blaine, Montana, US",48.543,-109.763,"727770","94012","HAVRE CITY-COUNTY AIRPORT"
"1662",84030007,"US","USA",840,30007,"Broadwater","Montana","US",46.33277565,-111.4955813,"Broadwater, Montana, US",46.606,-111.964,"727720","24144","HELENA REGIONAL AIRPORT"
"1663",84030009,"US","USA",840,30009,"Carbon","Montana","US",45.22850116,-109.0274047,"Carbon, Montana, US",44.867,-108.793,"720519","99999","POWELL MUNI"
"1664",84030011,"US","USA",840,30011,"Carter","Montana","US",45.5197966,-104.5395536,"Carter, Montana, US",45.604,-103.546,"726627","94037","BUFFALO"
"1665",84030013,"US","USA",840,30013,"Cascade","Montana","US",47.30797024,-111.3467922,"Cascade, Montana, US",47.317,-111.467,"721003","99999","INDIA (ULM)"
"1666",84030015,"US","USA",840,30015,"Chouteau","Montana","US",47.88084126,-110.4353362,"Chouteau, Montana, US",47.283,-110.367,"720995","99999","BRAVO (GEYSER)"
"1667",84030017,"US","USA",840,30017,"Custer","Montana","US",46.25319932,-105.5737526,"Custer, Montana, US",46.427,-105.883,"742300","24037","FRANK WILEY FIELD AIRPORT"
"1668",84030019,"US","USA",840,30019,"Daniels","Montana","US",48.78420029,-105.5476343,"Daniels, Montana, US",49.05,-105.483,"715160","99999","CORONACH SPC  SASK"
"1669",84030021,"US","USA",840,30021,"Dawson","Montana","US",47.26584855,-104.8944417,"Dawson, Montana, US",47.133,-104.8,"726676","24087","DAWSON COMMUNITY AIRPORT"
"1670",84030023,"US","USA",840,30023,"Deer Lodge","Montana","US",46.05953325,-113.073353,"Deer Lodge, Montana, US",45.965,-112.501,"727740","24135","BERT MOONEY AIRPORT"
"1671",84030025,"US","USA",840,30025,"Fallon","Montana","US",46.33478338,-104.4183565,"Fallon, Montana, US",46.358,-104.25,"726777","94055","BAKER MUNICIPAL AIRPORT"
"1672",84030027,"US","USA",840,30027,"Fergus","Montana","US",47.26331584,-109.2245206,"Fergus, Montana, US",47.333,-108.933,"721009","99999","OSCAR (ROY)"
"1673",84030029,"US","USA",840,30029,"Flathead","Montana","US",48.29575866,-114.0520569,"Flathead, Montana, US",48.304,-114.264,"727790","24146","GLACIER PARK INTERNATIONAL AIRPORT"
"1674",84030031,"US","USA",840,30031,"Gallatin","Montana","US",45.54486106,-111.1692571,"Gallatin, Montana, US",45.788,-111.161,"726797","24132","GALLATIN FIELD AIRPORT"
"1675",84030033,"US","USA",840,30033,"Garfield","Montana","US",47.27545948,-107.0002351,"Garfield, Montana, US",47.326,-106.948,"727684","94051","JORDAN AIRPORT"
"1676",84030035,"US","USA",840,30035,"Glacier","Montana","US",48.70513576,-112.9934235,"Glacier, Montana, US",48.741,-113.433,"999999","04130","ST. MARY 1 SSW"
"1677",84030037,"US","USA",840,30037,"Golden Valley","Montana","US",46.3816474,-109.1768522,"Golden Valley, Montana, US",46.45,-109.8,"721005","99999","KILO (HARLOWTOWN)"
"1678",84030039,"US","USA",840,30039,"Granite","Montana","US",46.4060522,-113.4414186,"Granite, Montana, US",46.251,-114.125,"720759","99999","RAVALLI CO"
"1679",84030041,"US","USA",840,30041,"Hill","Montana","US",48.62879827,-110.1129252,"Hill, Montana, US",48.543,-109.763,"727770","94012","HAVRE CITY-COUNTY AIRPORT"
"1680",84030043,"US","USA",840,30043,"Jefferson","Montana","US",46.14907081,-112.094396,"Jefferson, Montana, US",45.965,-112.501,"727740","24135","BERT MOONEY AIRPORT"
"1681",84030045,"US","USA",840,30045,"Judith Basin","Montana","US",47.04581276,-110.2660688,"Judith Basin, Montana, US",47.1,-110.167,"720996","99999","CHARLIE (STANFORD)"
"1682",84030047,"US","USA",840,30047,"Lake","Montana","US",47.64514965,-114.0898013,"Lake, Montana, US",48.304,-114.264,"727790","24146","GLACIER PARK INTERNATIONAL AIRPORT"
"1683",84030049,"US","USA",840,30049,"Lewis and Clark","Montana","US",47.12610041,-112.394698,"Lewis and Clark, Montana, US",47.333,-112.1,"721001","99999","GOLF (SIMMS)"
"1684",84030051,"US","USA",840,30051,"Liberty","Montana","US",48.56084317,-111.024307,"Liberty, Montana, US",49.217,-111.133,"710700","99999","PAKOWKI LAKE AGCM"
"1685",84030053,"US","USA",840,30053,"Lincoln","Montana","US",48.54265777,-115.4046155,"Lincoln, Montana, US",48.726,-116.295,"720923","00310","BOUNDARY COUNTY AIRPORT"
"1686",84030057,"US","USA",840,30057,"Madison","Montana","US",45.30080065,-111.9173017,"Madison, Montana, US",45.258,-112.554,"727700","24138","DILLON AIRPORT"
"1687",84030055,"US","USA",840,30055,"McCone","Montana","US",47.64469406,-105.7944994,"McCone, Montana, US",48.094,-105.574,"727686","94017","L M CLAYTON AIRPORT"
"1688",84030059,"US","USA",840,30059,"Meagher","Montana","US",46.59907074,-110.8898557,"Meagher, Montana, US",46.885,-110.29,"999999","04140","LEWISTOWN 42 WSW"
"1689",84030061,"US","USA",840,30061,"Mineral","Montana","US",47.15283992,-115.0015239,"Mineral, Montana, US",47.457,-115.645,"726817","24154","MULLAN PASS"
"1690",84030063,"US","USA",840,30063,"Missoula","Montana","US",47.03728583,-113.9213508,"Missoula, Montana, US",46.921,-114.093,"727730","24153","MISSOULA INTERNATIONAL AIRPORT"
"1691",84030065,"US","USA",840,30065,"Musselshell","Montana","US",46.49684637,-108.39498,"Musselshell, Montana, US",45.807,-108.542,"726770","24033","BILLINGS LOGAN INTERNATIONAL AIRPORT"
"1692",84080030,"US","USA",840,80030,"Out of MT","Montana","US",0,0,"Out of MT, Montana, US",0,0,"538660","99999","BOGUS CHINESE"
"1693",84030067,"US","USA",840,30067,"Park","Montana","US",45.48965095,-110.5264394,"Park, Montana, US",45.698,-110.441,"726798","24150","MISSION FIELD AIRPORT"
"1694",84030069,"US","USA",840,30069,"Petroleum","Montana","US",47.1182463,-108.2508876,"Petroleum, Montana, US",47.333,-108.933,"721009","99999","OSCAR (ROY)"
"1695",84030071,"US","USA",840,30071,"Phillips","Montana","US",48.25936577,-107.9128511,"Phillips, Montana, US",49.067,-107.583,"711370","99999","VAL MARIE SOUTHEAST"
"1696",84030073,"US","USA",840,30073,"Pondera","Montana","US",48.22773388,-112.2252703,"Pondera, Montana, US",48.603,-112.375,"727690","24137","CUT BANK MUNICIPAL AIRPORT"
"1697",84030075,"US","USA",840,30075,"Powder River","Montana","US",45.39617714,-105.636738,"Powder River, Montana, US",46.427,-105.883,"742300","24037","FRANK WILEY FIELD AIRPORT"
"1698",84030077,"US","USA",840,30077,"Powell","Montana","US",46.85538891,-112.9359164,"Powell, Montana, US",46.606,-111.964,"727720","24144","HELENA REGIONAL AIRPORT"
"1699",84030079,"US","USA",840,30079,"Prairie","Montana","US",46.86048047,-105.379384,"Prairie, Montana, US",47.133,-104.8,"726676","24087","DAWSON COMMUNITY AIRPORT"
"1700",84030081,"US","USA",840,30081,"Ravalli","Montana","US",46.08520862,-114.1189164,"Ravalli, Montana, US",46.251,-114.125,"720759","99999","RAVALLI CO"
